id;category;date;label;value;user_id
4072;Descanso;"2025-06-20 00:00:00.000000";"¿Has dormido suficiente?";2;aee86ced-7d7e-4564-8750-114c5ea7cb51
4073;Descanso;"2025-06-20 00:00:00.000000";"Nivel de energía al despertar.";2;aee86ced-7d7e-4564-8750-114c5ea7cb51
4074;Comida;"2025-06-20 00:00:00.000000";"Calidad de tu alimentación.";3;aee86ced-7d7e-4564-8750-114c5ea7cb51
4075;Comida;"2025-06-20 00:00:00.000000";"Satisfacción con tu alimentación.";3;aee86ced-7d7e-4564-8750-114c5ea7cb51
4076;Estrés;"2025-06-20 00:00:00.000000";"Cantidad de estrés diario.";1;aee86ced-7d7e-4564-8750-114c5ea7cb51
4077;Estrés;"2025-06-20 00:00:00.000000";"Habilidad para gestionar el estrés.";1;aee86ced-7d7e-4564-8750-114c5ea7cb51
4078;Descanso;"2025-06-20 00:00:00.000000";"¿Has dormido suficiente?";0;5fbed1cc-b84b-40db-b8d4-ffed53a29e77
4079;Descanso;"2025-06-20 00:00:00.000000";"Nivel de energía al despertar.";0;5fbed1cc-b84b-40db-b8d4-ffed53a29e77
4080;Comida;"2025-06-20 00:00:00.000000";"Calidad de tu alimentación.";0;5fbed1cc-b84b-40db-b8d4-ffed53a29e77
4081;Comida;"2025-06-20 00:00:00.000000";"Satisfacción con tu alimentación.";0;5fbed1cc-b84b-40db-b8d4-ffed53a29e77
4082;Estrés;"2025-06-20 00:00:00.000000";"Cantidad de estrés diario.";0;5fbed1cc-b84b-40db-b8d4-ffed53a29e77
4083;Estrés;"2025-06-20 00:00:00.000000";"Habilidad para gestionar el estrés.";0;5fbed1cc-b84b-40db-b8d4-ffed53a29e77
4084;Descanso;"2025-06-20 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4085;Descanso;"2025-06-20 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4086;Comida;"2025-06-20 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4087;Comida;"2025-06-20 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4088;Estrés;"2025-06-20 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
4089;Estrés;"2025-06-20 00:00:00.000000";"Habilidad para gestionar el estrés.";4;c64d0195-a021-4e97-9a2d-e53cee9ec721
4090;Descanso;"2025-06-20 00:00:00.000000";"¿Has dormido suficiente?";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4091;Descanso;"2025-06-20 00:00:00.000000";"Nivel de energía al despertar.";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4092;Comida;"2025-06-20 00:00:00.000000";"Calidad de tu alimentación.";5;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4093;Comida;"2025-06-20 00:00:00.000000";"Satisfacción con tu alimentación.";5;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4094;Estrés;"2025-06-20 00:00:00.000000";"Cantidad de estrés diario.";1;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4095;Estrés;"2025-06-20 00:00:00.000000";"Habilidad para gestionar el estrés.";1;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4096;Descanso;"2025-06-21 00:00:00.000000";"¿Has dormido suficiente?";5;025cd1d7-78fc-4468-bf93-85983854cf0c
4097;Descanso;"2025-06-21 00:00:00.000000";"Nivel de energía al despertar.";5;025cd1d7-78fc-4468-bf93-85983854cf0c
4098;Comida;"2025-06-21 00:00:00.000000";"Calidad de tu alimentación.";5;025cd1d7-78fc-4468-bf93-85983854cf0c
4099;Comida;"2025-06-21 00:00:00.000000";"Satisfacción con tu alimentación.";5;025cd1d7-78fc-4468-bf93-85983854cf0c
4100;Estrés;"2025-06-21 00:00:00.000000";"Cantidad de estrés diario.";1;025cd1d7-78fc-4468-bf93-85983854cf0c
4101;Estrés;"2025-06-21 00:00:00.000000";"Habilidad para gestionar el estrés.";5;025cd1d7-78fc-4468-bf93-85983854cf0c
4102;Descanso;"2025-06-21 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4103;Descanso;"2025-06-21 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4104;Comida;"2025-06-21 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4105;Comida;"2025-06-21 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4106;Estrés;"2025-06-21 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
4107;Estrés;"2025-06-21 00:00:00.000000";"Habilidad para gestionar el estrés.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4108;Descanso;"2025-06-21 00:00:00.000000";"¿Has dormido suficiente?";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4109;Descanso;"2025-06-21 00:00:00.000000";"Nivel de energía al despertar.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4110;Comida;"2025-06-21 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4111;Comida;"2025-06-21 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4112;Estrés;"2025-06-21 00:00:00.000000";"Cantidad de estrés diario.";0;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4113;Estrés;"2025-06-21 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4114;Descanso;"2025-06-21 00:00:00.000000";"¿Has dormido suficiente?";3;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4115;Descanso;"2025-06-21 00:00:00.000000";"Nivel de energía al despertar.";3;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4116;Comida;"2025-06-21 00:00:00.000000";"Calidad de tu alimentación.";4;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4117;Comida;"2025-06-21 00:00:00.000000";"Satisfacción con tu alimentación.";4;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4118;Estrés;"2025-06-21 00:00:00.000000";"Cantidad de estrés diario.";2;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4119;Estrés;"2025-06-21 00:00:00.000000";"Habilidad para gestionar el estrés.";4;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4120;Descanso;"2025-06-22 00:00:00.000000";"¿Has dormido suficiente?";3;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4121;Descanso;"2025-06-22 00:00:00.000000";"Nivel de energía al despertar.";3;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4122;Comida;"2025-06-22 00:00:00.000000";"Calidad de tu alimentación.";4;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4123;Comida;"2025-06-22 00:00:00.000000";"Satisfacción con tu alimentación.";4;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4124;Estrés;"2025-06-22 00:00:00.000000";"Cantidad de estrés diario.";2;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4125;Estrés;"2025-06-22 00:00:00.000000";"Habilidad para gestionar el estrés.";3;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4126;Descanso;"2025-06-22 00:00:00.000000";"¿Has dormido suficiente?";0;945e8303-5479-4c93-a687-06b94e9a1100
4127;Descanso;"2025-06-22 00:00:00.000000";"Nivel de energía al despertar.";0;945e8303-5479-4c93-a687-06b94e9a1100
4128;Comida;"2025-06-22 00:00:00.000000";"Calidad de tu alimentación.";0;945e8303-5479-4c93-a687-06b94e9a1100
4129;Comida;"2025-06-22 00:00:00.000000";"Satisfacción con tu alimentación.";0;945e8303-5479-4c93-a687-06b94e9a1100
4130;Estrés;"2025-06-22 00:00:00.000000";"Cantidad de estrés diario.";4;945e8303-5479-4c93-a687-06b94e9a1100
4131;Estrés;"2025-06-22 00:00:00.000000";"Habilidad para gestionar el estrés.";0;945e8303-5479-4c93-a687-06b94e9a1100
4132;Descanso;"2025-06-22 00:00:00.000000";"¿Has dormido suficiente?";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4133;Descanso;"2025-06-22 00:00:00.000000";"Nivel de energía al despertar.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4134;Comida;"2025-06-22 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4135;Comida;"2025-06-22 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4136;Estrés;"2025-06-22 00:00:00.000000";"Cantidad de estrés diario.";0;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4137;Estrés;"2025-06-22 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4138;Descanso;"2025-06-22 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4139;Descanso;"2025-06-22 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4140;Comida;"2025-06-22 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4141;Comida;"2025-06-22 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4142;Estrés;"2025-06-22 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
4143;Estrés;"2025-06-22 00:00:00.000000";"Habilidad para gestionar el estrés.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4144;Descanso;"2025-06-22 00:00:00.000000";"¿Has dormido suficiente?";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4145;Descanso;"2025-06-22 00:00:00.000000";"Nivel de energía al despertar.";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4146;Comida;"2025-06-22 00:00:00.000000";"Calidad de tu alimentación.";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4147;Comida;"2025-06-22 00:00:00.000000";"Satisfacción con tu alimentación.";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4148;Estrés;"2025-06-22 00:00:00.000000";"Cantidad de estrés diario.";1;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4149;Estrés;"2025-06-22 00:00:00.000000";"Habilidad para gestionar el estrés.";1;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4150;Descanso;"2025-06-23 00:00:00.000000";"¿Has dormido suficiente?";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4151;Descanso;"2025-06-23 00:00:00.000000";"Nivel de energía al despertar.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4152;Comida;"2025-06-23 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4153;Comida;"2025-06-23 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4154;Estrés;"2025-06-23 00:00:00.000000";"Cantidad de estrés diario.";0;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4155;Estrés;"2025-06-23 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4156;Descanso;"2025-06-23 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4157;Descanso;"2025-06-23 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4158;Comida;"2025-06-23 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4159;Comida;"2025-06-23 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4160;Estrés;"2025-06-23 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
4161;Estrés;"2025-06-23 00:00:00.000000";"Habilidad para gestionar el estrés.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4162;Descanso;"2025-06-23 00:00:00.000000";"¿Has dormido suficiente?";3;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4163;Descanso;"2025-06-23 00:00:00.000000";"Nivel de energía al despertar.";3;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4164;Comida;"2025-06-23 00:00:00.000000";"Calidad de tu alimentación.";3;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4165;Comida;"2025-06-23 00:00:00.000000";"Satisfacción con tu alimentación.";3;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4166;Estrés;"2025-06-23 00:00:00.000000";"Cantidad de estrés diario.";2;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4167;Estrés;"2025-06-23 00:00:00.000000";"Habilidad para gestionar el estrés.";2;d25540e3-9688-4dc3-a2a2-e96a5aeb2c3f
4168;Descanso;"2025-06-23 00:00:00.000000";"¿Has dormido suficiente?";2;97d2f662-d791-46c1-8fe2-55690e79425d
4169;Descanso;"2025-06-23 00:00:00.000000";"Nivel de energía al despertar.";2;97d2f662-d791-46c1-8fe2-55690e79425d
4170;Comida;"2025-06-23 00:00:00.000000";"Calidad de tu alimentación.";2;97d2f662-d791-46c1-8fe2-55690e79425d
4171;Comida;"2025-06-23 00:00:00.000000";"Satisfacción con tu alimentación.";3;97d2f662-d791-46c1-8fe2-55690e79425d
4172;Estrés;"2025-06-23 00:00:00.000000";"Cantidad de estrés diario.";5;97d2f662-d791-46c1-8fe2-55690e79425d
4173;Estrés;"2025-06-23 00:00:00.000000";"Habilidad para gestionar el estrés.";3;97d2f662-d791-46c1-8fe2-55690e79425d
4174;Descanso;"2025-06-23 00:00:00.000000";"¿Has dormido suficiente?";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4175;Descanso;"2025-06-23 00:00:00.000000";"Nivel de energía al despertar.";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4176;Comida;"2025-06-23 00:00:00.000000";"Calidad de tu alimentación.";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4177;Comida;"2025-06-23 00:00:00.000000";"Satisfacción con tu alimentación.";5;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4178;Estrés;"2025-06-23 00:00:00.000000";"Cantidad de estrés diario.";1;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4179;Estrés;"2025-06-23 00:00:00.000000";"Habilidad para gestionar el estrés.";1;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4180;Descanso;"2025-06-24 00:00:00.000000";"¿Has dormido suficiente?";3;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4181;Descanso;"2025-06-24 00:00:00.000000";"Nivel de energía al despertar.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4182;Comida;"2025-06-24 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4183;Comida;"2025-06-24 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4184;Estrés;"2025-06-24 00:00:00.000000";"Cantidad de estrés diario.";0;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4185;Estrés;"2025-06-24 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4186;Descanso;"2025-06-24 00:00:00.000000";"¿Has dormido suficiente?";4;b5c03524-07d2-4fab-b6de-8864ec6709b2
4187;Descanso;"2025-06-24 00:00:00.000000";"Nivel de energía al despertar.";4;b5c03524-07d2-4fab-b6de-8864ec6709b2
4188;Comida;"2025-06-24 00:00:00.000000";"Calidad de tu alimentación.";4;b5c03524-07d2-4fab-b6de-8864ec6709b2
4189;Comida;"2025-06-24 00:00:00.000000";"Satisfacción con tu alimentación.";4;b5c03524-07d2-4fab-b6de-8864ec6709b2
4190;Estrés;"2025-06-24 00:00:00.000000";"Cantidad de estrés diario.";1;b5c03524-07d2-4fab-b6de-8864ec6709b2
4191;Estrés;"2025-06-24 00:00:00.000000";"Habilidad para gestionar el estrés.";4;b5c03524-07d2-4fab-b6de-8864ec6709b2
4192;Descanso;"2025-06-24 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4193;Descanso;"2025-06-24 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4194;Comida;"2025-06-24 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4195;Comida;"2025-06-24 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4196;Estrés;"2025-06-24 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
4197;Estrés;"2025-06-24 00:00:00.000000";"Habilidad para gestionar el estrés.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4198;Descanso;"2025-06-24 00:00:00.000000";"¿Has dormido suficiente?";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4199;Descanso;"2025-06-24 00:00:00.000000";"Nivel de energía al despertar.";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4200;Comida;"2025-06-24 00:00:00.000000";"Calidad de tu alimentación.";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4201;Comida;"2025-06-24 00:00:00.000000";"Satisfacción con tu alimentación.";5;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4202;Estrés;"2025-06-24 00:00:00.000000";"Cantidad de estrés diario.";2;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4203;Estrés;"2025-06-24 00:00:00.000000";"Habilidad para gestionar el estrés.";1;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4204;Descanso;"2025-06-25 00:00:00.000000";"¿Has dormido suficiente?";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4205;Descanso;"2025-06-25 00:00:00.000000";"Nivel de energía al despertar.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4206;Comida;"2025-06-25 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4207;Comida;"2025-06-25 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4208;Estrés;"2025-06-25 00:00:00.000000";"Cantidad de estrés diario.";0;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4209;Estrés;"2025-06-25 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4210;Descanso;"2025-06-25 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4211;Descanso;"2025-06-25 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4212;Comida;"2025-06-25 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4213;Comida;"2025-06-25 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4214;Estrés;"2025-06-25 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
4215;Estrés;"2025-06-25 00:00:00.000000";"Habilidad para gestionar el estrés.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4216;Descanso;"2025-06-26 00:00:00.000000";"¿Has dormido suficiente?";2;e9739b5b-013b-4c27-9ab6-73d67df89e90
4217;Descanso;"2025-06-26 00:00:00.000000";"Nivel de energía al despertar.";2;e9739b5b-013b-4c27-9ab6-73d67df89e90
4218;Comida;"2025-06-26 00:00:00.000000";"Calidad de tu alimentación.";3;e9739b5b-013b-4c27-9ab6-73d67df89e90
4219;Comida;"2025-06-26 00:00:00.000000";"Satisfacción con tu alimentación.";2;e9739b5b-013b-4c27-9ab6-73d67df89e90
4220;Estrés;"2025-06-26 00:00:00.000000";"Cantidad de estrés diario.";4;e9739b5b-013b-4c27-9ab6-73d67df89e90
4221;Estrés;"2025-06-26 00:00:00.000000";"Habilidad para gestionar el estrés.";2;e9739b5b-013b-4c27-9ab6-73d67df89e90
4222;Descanso;"2025-06-25 00:00:00.000000";"¿Has dormido suficiente?";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4223;Descanso;"2025-06-25 00:00:00.000000";"Nivel de energía al despertar.";5;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4224;Comida;"2025-06-25 00:00:00.000000";"Calidad de tu alimentación.";5;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4225;Comida;"2025-06-25 00:00:00.000000";"Satisfacción con tu alimentación.";4;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4226;Estrés;"2025-06-25 00:00:00.000000";"Cantidad de estrés diario.";1;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4227;Estrés;"2025-06-25 00:00:00.000000";"Habilidad para gestionar el estrés.";1;fcff12a5-cd3b-47ac-87ff-7069e7ebd9a5
4228;Descanso;"2025-06-26 00:00:00.000000";"¿Has dormido suficiente?";5;b1e1c9ac-f1f0-4f05-9118-ae7084aea286
4229;Descanso;"2025-06-26 00:00:00.000000";"Nivel de energía al despertar.";5;b1e1c9ac-f1f0-4f05-9118-ae7084aea286
4230;Comida;"2025-06-26 00:00:00.000000";"Calidad de tu alimentación.";5;b1e1c9ac-f1f0-4f05-9118-ae7084aea286
4231;Comida;"2025-06-26 00:00:00.000000";"Satisfacción con tu alimentación.";5;b1e1c9ac-f1f0-4f05-9118-ae7084aea286
4232;Estrés;"2025-06-26 00:00:00.000000";"Cantidad de estrés diario.";3;b1e1c9ac-f1f0-4f05-9118-ae7084aea286
4233;Estrés;"2025-06-26 00:00:00.000000";"Habilidad para gestionar el estrés.";4;b1e1c9ac-f1f0-4f05-9118-ae7084aea286
4234;Descanso;"2025-06-26 00:00:00.000000";"¿Has dormido suficiente?";4;9339b2e3-f61e-4266-b8a0-45e39423b2c7
4235;Descanso;"2025-06-26 00:00:00.000000";"Nivel de energía al despertar.";2;9339b2e3-f61e-4266-b8a0-45e39423b2c7
4236;Comida;"2025-06-26 00:00:00.000000";"Calidad de tu alimentación.";2;9339b2e3-f61e-4266-b8a0-45e39423b2c7
4237;Comida;"2025-06-26 00:00:00.000000";"Satisfacción con tu alimentación.";1;9339b2e3-f61e-4266-b8a0-45e39423b2c7
4238;Estrés;"2025-06-26 00:00:00.000000";"Cantidad de estrés diario.";3;9339b2e3-f61e-4266-b8a0-45e39423b2c7
4239;Estrés;"2025-06-26 00:00:00.000000";"Habilidad para gestionar el estrés.";2;9339b2e3-f61e-4266-b8a0-45e39423b2c7
4240;Descanso;"2025-06-26 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4241;Descanso;"2025-06-26 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4242;Comida;"2025-06-26 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4243;Comida;"2025-06-26 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4244;Estrés;"2025-06-26 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
4245;Estrés;"2025-06-26 00:00:00.000000";"Habilidad para gestionar el estrés.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4246;Descanso;"2025-06-27 00:00:00.000000";"¿Has dormido suficiente?";4;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4247;Descanso;"2025-06-27 00:00:00.000000";"Nivel de energía al despertar.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4248;Comida;"2025-06-27 00:00:00.000000";"Calidad de tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4249;Comida;"2025-06-27 00:00:00.000000";"Satisfacción con tu alimentación.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4250;Estrés;"2025-06-27 00:00:00.000000";"Cantidad de estrés diario.";0;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4251;Estrés;"2025-06-27 00:00:00.000000";"Habilidad para gestionar el estrés.";5;1ae0c83d-f81a-4fbe-a4f1-3a1a5a9f73dc
4252;Descanso;"2025-06-27 00:00:00.000000";"¿Has dormido suficiente?";5;98e0addc-f57f-426c-ad1b-edaeed2b0346
4253;Descanso;"2025-06-27 00:00:00.000000";"Nivel de energía al despertar.";4;98e0addc-f57f-426c-ad1b-edaeed2b0346
4254;Comida;"2025-06-27 00:00:00.000000";"Calidad de tu alimentación.";5;98e0addc-f57f-426c-ad1b-edaeed2b0346
4255;Comida;"2025-06-27 00:00:00.000000";"Satisfacción con tu alimentación.";5;98e0addc-f57f-426c-ad1b-edaeed2b0346
4256;Estrés;"2025-06-27 00:00:00.000000";"Cantidad de estrés diario.";1;98e0addc-f57f-426c-ad1b-edaeed2b0346
4257;Estrés;"2025-06-27 00:00:00.000000";"Habilidad para gestionar el estrés.";5;98e0addc-f57f-426c-ad1b-edaeed2b0346
4258;Descanso;"2025-06-27 00:00:00.000000";"¿Has dormido suficiente?";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4259;Descanso;"2025-06-27 00:00:00.000000";"Nivel de energía al despertar.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4260;Comida;"2025-06-27 00:00:00.000000";"Calidad de tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4261;Comida;"2025-06-27 00:00:00.000000";"Satisfacción con tu alimentación.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4262;Estrés;"2025-06-27 00:00:00.000000";"Cantidad de estrés diario.";1;c64d0195-a021-4e97-9a2d-e53cee9ec721
4263;Estrés;"2025-06-27 00:00:00.000000";"Habilidad para gestionar el estrés.";5;c64d0195-a021-4e97-9a2d-e53cee9ec721
4264;Descanso;"2025-06-27 00:00:00.000000";"¿Has dormido suficiente?";4;b100072b-cf25-4559-acc2-f253f9612a89
4265;Descanso;"2025-06-27 00:00:00.000000";"Nivel de energía al despertar.";4;b100072b-cf25-4559-acc2-f253f9612a89
4266;Comida;"2025-06-27 00:00:00.000000";"Calidad de tu alimentación.";3;b100072b-cf25-4559-acc2-f253f9612a89
4267;Comida;"2025-06-27 00:00:00.000000";"Satisfacción con tu alimentación.";5;b100072b-cf25-4559-acc2-f253f9612a89
4268;Estrés;"2025-06-27 00:00:00.000000";"Cantidad de estrés diario.";1;b100072b-cf25-4559-acc2-f253f9612a89
4269;Estrés;"2025-06-27 00:00:00.000000";"Habilidad para gestionar el estrés.";3;b100072b-cf25-4559-acc2-f253f9612a89
